,attributes,datatype,date,station,value
0,",,W,",WDF2,2016-01-01T00:00:00,GHCND:USW00013966,350
1,",,W,",WDF2,2016-01-02T00:00:00,GHCND:USW00013966,270
2,",,W,",WDF2,2016-01-03T00:00:00,GHCND:USW00013966,360
3,",,W,",WDF2,2016-01-04T00:00:00,GHCND:USW00013966,60
4,",,W,",WDF2,2016-01-05T00:00:00,GHCND:USW00013966,160
5,",,W,",WDF2,2016-01-06T00:00:00,GHCND:USW00013966,170
6,",,W,",WDF2,2016-01-07T00:00:00,GHCND:USW00013966,230
7,",,W,",WDF2,2016-01-08T00:00:00,GHCND:USW00013966,10
8,",,W,",WDF2,2016-01-09T00:00:00,GHCND:USW00013966,350
9,",,W,",WDF2,2016-01-10T00:00:00,GHCND:USW00013966,20
10,",,W,",WDF2,2016-01-11T00:00:00,GHCND:USW00013966,230
11,",,W,",WDF2,2016-01-12T00:00:00,GHCND:USW00013966,190
12,",,W,",WDF2,2016-01-13T00:00:00,GHCND:USW00013966,260
13,",,W,",WDF2,2016-01-14T00:00:00,GHCND:USW00013966,190
14,",,W,",WDF2,2016-01-15T00:00:00,GHCND:USW00013966,360
15,",,W,",WDF2,2016-01-16T00:00:00,GHCND:USW00013966,40
16,",,W,",WDF2,2016-01-17T00:00:00,GHCND:USW00013966,20
17,",,W,",WDF2,2016-01-18T00:00:00,GHCND:USW00013966,360
18,",,W,",WDF2,2016-01-19T00:00:00,GHCND:USW00013966,330
19,",,W,",WDF2,2016-01-20T00:00:00,GHCND:USW00013966,130
20,",,W,",WDF2,2016-01-21T00:00:00,GHCND:USW00013966,330
21,",,W,",WDF2,2016-01-22T00:00:00,GHCND:USW00013966,360
22,",,W,",WDF2,2016-01-23T00:00:00,GHCND:USW00013966,140
23,",,W,",WDF2,2016-01-24T00:00:00,GHCND:USW00013966,180
24,",,W,",WDF2,2016-01-25T00:00:00,GHCND:USW00013966,300
25,",,W,",WDF2,2016-01-26T00:00:00,GHCND:USW00013966,20
26,",,W,",WDF2,2016-01-27T00:00:00,GHCND:USW00013966,230
27,",,W,",WDF2,2016-01-28T00:00:00,GHCND:USW00013966,320
28,",,W,",WDF2,2016-01-29T00:00:00,GHCND:USW00013966,200
29,",,W,",WDF2,2016-01-30T00:00:00,GHCND:USW00013966,190
30,",,W,",WDF2,2016-01-31T00:00:00,GHCND:USW00013966,200
31,",,W,",WDF2,2016-02-01T00:00:00,GHCND:USW00013966,320
32,",,W,",WDF2,2016-02-02T00:00:00,GHCND:USW00013966,290
33,",,W,",WDF2,2016-02-03T00:00:00,GHCND:USW00013966,330
34,",,W,",WDF2,2016-02-04T00:00:00,GHCND:USW00013966,230
35,",,W,",WDF2,2016-02-05T00:00:00,GHCND:USW00013966,190
36,",,W,",WDF2,2016-02-06T00:00:00,GHCND:USW00013966,340
37,",,W,",WDF2,2016-02-07T00:00:00,GHCND:USW00013966,30
38,",,W,",WDF2,2016-02-08T00:00:00,GHCND:USW00013966,330
39,",,W,",WDF2,2016-02-09T00:00:00,GHCND:USW00013966,30
40,",,W,",WDF2,2016-02-10T00:00:00,GHCND:USW00013966,230
41,",,W,",WDF2,2016-02-11T00:00:00,GHCND:USW00013966,240
42,",,W,",WDF2,2016-02-12T00:00:00,GHCND:USW00013966,40
43,",,W,",WDF2,2016-02-13T00:00:00,GHCND:USW00013966,150
44,",,W,",WDF2,2016-02-14T00:00:00,GHCND:USW00013966,360
45,",,W,",WDF2,2016-02-15T00:00:00,GHCND:USW00013966,330
46,",,W,",WDF2,2016-02-16T00:00:00,GHCND:USW00013966,10
47,",,W,",WDF2,2016-02-17T00:00:00,GHCND:USW00013966,200
48,",,W,",WDF2,2016-02-18T00:00:00,GHCND:USW00013966,200
49,",,W,",WDF2,2016-02-19T00:00:00,GHCND:USW00013966,190
50,",,W,",WDF2,2016-02-20T00:00:00,GHCND:USW00013966,200
