attributes,datatype,date,station,value
",,W,",PGTM,2017-01-05T00:00:00,GHCND:USW00013975,1438
",,W,",PGTM,2017-01-06T00:00:00,GHCND:USW00013975,1544
",,W,",PGTM,2017-01-16T00:00:00,GHCND:USW00013975,2029
",,W,",PGTM,2017-12-31T00:00:00,GHCND:USW00013975,951
