blunt_phrase,class,clds,day_ind,dewPt,expire_time_gmt,feels_like,gust,heat_index,icon_extd,key,max_temp,min_temp,obs_id,obs_name,precip_hrly,precip_total,pressure,pressure_desc,pressure_tend,primary_swell_direction,primary_swell_height,primary_swell_period,primary_wave_height,primary_wave_period,qualifier,qualifier_svrty,rh,secondary_swell_direction,secondary_swell_height,secondary_swell_period,snow_hrly,temp,terse_phrase,uv_desc,uv_index,valid_time_gmt,vis,water_temp,wc,wdir,wdir_cardinal,wspd,wx_icon,wx_phrase
,observation,CLR,D,37.0,1452729600,57.0,30.0,57.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,48.0,,,,,57.0,,Low,2,1452722400,10.0,,57.0,260.0,W,21.0,34.0,Fair / Windy
,observation,CLR,D,39.0,1452730800,55.0,31.0,55.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,54.0,,,,,55.0,,Low,2,1452723600,10.0,,55.0,270.0,W,21.0,34.0,Fair / Windy
,observation,CLR,D,41.0,1452732000,55.0,36.0,55.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,58.0,,,,,55.0,,Low,2,1452724800,10.0,,55.0,250.0,WSW,26.0,34.0,Fair / Windy
,observation,CLR,D,43.0,1452733200,55.0,,55.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,63.0,,,,,55.0,,Low,1,1452726000,10.0,,55.0,260.0,W,24.0,34.0,Fair / Windy
,observation,CLR,D,43.0,1452734400,54.0,30.0,54.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,67.0,,,,,54.0,,Low,1,1452727200,10.0,,54.0,250.0,WSW,22.0,34.0,Fair / Windy
,observation,CLR,D,41.0,1452735600,54.0,,54.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,62.0,,,,,54.0,,Low,1,1452728400,10.0,,54.0,270.0,W,23.0,34.0,Fair / Windy
,observation,CLR,D,41.0,1452736800,54.0,29.0,54.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.19,,,,,,,,,,62.0,,,,,54.0,,Low,1,1452729600,10.0,,54.0,270.0,W,21.0,34.0,Fair / Windy
,observation,CLR,D,39.0,1452738000,54.0,31.0,54.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,58.0,,,,,54.0,,Low,1,1452730800,10.0,,54.0,280.0,W,24.0,34.0,Fair / Windy
,observation,CLR,D,39.0,1452739200,52.0,28.0,52.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.19,,,,,,,,,,62.0,,,,,52.0,,Low,1,1452732000,10.0,,52.0,270.0,W,20.0,34.0,Fair
,observation,CLR,D,37.0,1452740400,52.0,28.0,52.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,58.0,,,,,52.0,,Low,0,1452733200,10.0,,52.0,280.0,W,22.0,34.0,Fair / Windy
,observation,CLR,N,37.0,1452741600,52.0,32.0,52.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,58.0,,,,,52.0,,Low,0,1452734400,10.0,,52.0,300.0,WNW,25.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452742800,50.0,33.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452735600,10.0,,50.0,270.0,W,18.0,33.0,Fair
,observation,CLR,N,37.0,1452744000,50.0,,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452736800,10.0,,50.0,260.0,W,23.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452745200,50.0,25.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452738000,10.0,,50.0,280.0,W,16.0,33.0,Fair
,observation,CLR,N,36.0,1452746400,50.0,26.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,58.0,,,,,50.0,,Low,0,1452739200,10.0,,50.0,280.0,W,16.0,33.0,Fair
,observation,CLR,N,37.0,1452747600,50.0,13.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452740400,10.0,,50.0,,VAR,6.0,33.0,Fair
,observation,CLR,N,37.0,1452748800,50.0,20.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452741600,10.0,,50.0,230.0,SW,13.0,33.0,Fair
,observation,CLR,N,37.0,1452750000,50.0,,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452742800,10.0,,50.0,290.0,WNW,26.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452751200,50.0,,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452744000,,,50.0,270.0,W,30.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452752400,39.0,,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452745200,10.0,,39.0,270.0,W,38.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452753600,39.0,44.0,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452746400,10.0,,39.0,260.0,W,33.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452754800,50.0,41.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452747600,10.0,,50.0,280.0,W,32.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452756000,38.0,49.0,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452748800,10.0,,38.0,260.0,W,40.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452757200,50.0,41.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452750000,10.0,,50.0,260.0,W,33.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452758400,50.0,43.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452751200,10.0,,50.0,270.0,W,37.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452759600,50.0,41.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452752400,10.0,,50.0,270.0,W,35.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452760800,,,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452753600,10.0,,,,,,33.0,Fair
,observation,CLR,N,37.0,1452762000,50.0,48.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452754800,10.0,,50.0,270.0,W,36.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452763200,50.0,44.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452756000,10.0,,50.0,280.0,W,32.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452764400,50.0,,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452757200,10.0,,50.0,280.0,W,35.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452765600,50.0,46.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452758400,10.0,,50.0,280.0,W,36.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452766800,50.0,37.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452759600,10.0,,50.0,270.0,W,26.0,33.0,Fair / Windy
,observation,FEW,N,37.0,1452768000,50.0,28.0,50.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,62.0,,,,,50.0,,Low,0,1452760800,10.0,,50.0,260.0,W,22.0,33.0,Fair / Windy
,observation,SCT,N,37.0,1452769200,42.0,26.0,48.0,2900.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452762000,10.0,,42.0,250.0,WSW,16.0,29.0,Partly Cloudy
,observation,FEW,N,37.0,1452770400,42.0,32.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452763200,10.0,,42.0,250.0,WSW,16.0,33.0,Fair
,observation,CLR,N,37.0,1452771600,42.0,,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452764400,10.0,,42.0,250.0,WSW,18.0,33.0,Fair
,observation,CLR,N,37.0,1452772800,41.0,,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452765600,10.0,,41.0,240.0,WSW,20.0,33.0,Fair
,observation,CLR,N,37.0,1452774000,41.0,,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.18,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452766800,10.0,,41.0,250.0,WSW,22.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452775200,40.0,32.0,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452768000,10.0,,40.0,250.0,WSW,26.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452776400,40.0,32.0,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452769200,10.0,,40.0,250.0,WSW,25.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452777600,39.0,,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,62.0,,,,,48.0,,Low,0,1452770400,10.0,,39.0,250.0,WSW,33.0,33.0,Fair / Windy
,observation,CLR,N,37.0,1452778800,39.0,41.0,48.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,66.0,,,,,48.0,,Low,0,1452771600,10.0,,39.0,250.0,WSW,33.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452780000,37.0,40.0,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,66.0,,,,,46.0,,Low,0,1452772800,10.0,,37.0,250.0,WSW,33.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452781200,37.0,40.0,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,66.0,,,,,46.0,,Low,0,1452774000,10.0,,37.0,250.0,WSW,29.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452782400,38.0,35.0,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,66.0,,,,,46.0,,Low,0,1452775200,10.0,,38.0,250.0,WSW,28.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452783600,37.0,,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,66.0,,,,,46.0,,Low,0,1452776400,10.0,,37.0,250.0,WSW,30.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452784800,37.0,36.0,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,66.0,,,,,46.0,,Low,0,1452777600,10.0,,37.0,250.0,WSW,29.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452786000,35.0,36.0,45.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,71.0,,,,,45.0,,Low,0,1452778800,10.0,,35.0,250.0,WSW,29.0,33.0,Fair / Windy
,observation,CLR,N,36.0,1452787200,35.0,39.0,45.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,71.0,,,,,45.0,,Low,0,1452780000,10.0,,35.0,260.0,W,30.0,33.0,Fair / Windy
,observation,CLR,N,34.0,1452788400,37.0,36.0,46.0,3390.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452781200,10.0,,37.0,260.0,W,29.0,33.0,Fair / Windy
,observation,CLR,D,34.0,1452789600,37.0,41.0,46.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452782400,10.0,,37.0,280.0,W,35.0,34.0,Fair / Windy
,observation,CLR,D,34.0,1452790800,34.0,41.0,45.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,66.0,,,,,45.0,,Low,0,1452783600,10.0,,34.0,280.0,W,35.0,34.0,Fair / Windy
,observation,CLR,D,32.0,1452792000,37.0,39.0,46.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,57.0,,,,,46.0,,Low,1,1452784800,10.0,,37.0,290.0,WNW,31.0,34.0,Fair / Windy
,observation,CLR,D,32.0,1452793200,37.0,36.0,46.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,57.0,,,,,46.0,,Low,1,1452786000,10.0,,37.0,290.0,WNW,29.0,34.0,Fair / Windy
,observation,CLR,D,32.0,1452794400,40.0,,48.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,54.0,,,,,48.0,,Low,1,1452787200,10.0,,40.0,290.0,WNW,26.0,34.0,Fair / Windy
,observation,SCT,D,32.0,1452795600,45.0,16.0,48.0,3000.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,54.0,,,,,48.0,,Low,1,1452788400,10.0,,45.0,,VAR,7.0,30.0,Partly Cloudy
,observation,FEW,D,32.0,1452796800,48.0,12.0,48.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,54.0,,,,,48.0,,Low,1,1452789600,10.0,,48.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,32.0,1452798000,48.0,,48.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.22,,,,,,,,,,54.0,,,,,48.0,,Low,1,1452790800,10.0,,48.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,30.0,1452799200,50.0,,50.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,47.0,,,,,50.0,,Low,2,1452792000,10.0,,50.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,32.0,1452800400,50.0,,50.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,50.0,,,,,50.0,,Low,2,1452793200,10.0,,50.0,90.0,E,9.0,34.0,Fair
,observation,CLR,D,32.0,1452801600,50.0,,50.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,50.0,,,,,50.0,,Low,2,1452794400,10.0,,50.0,100.0,E,8.0,34.0,Fair
,observation,CLR,D,32.0,1452802800,50.0,,50.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.22,,,,,,,,,,50.0,,,,,50.0,,Moderate,3,1452795600,10.0,,50.0,100.0,E,5.0,34.0,Fair
,observation,CLR,D,32.0,1452804000,50.0,,50.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.22,,,,,,,,,,50.0,,,,,50.0,,Moderate,3,1452796800,10.0,,50.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,30.0,1452805200,52.0,,52.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.22,,,,,,,,,,44.0,,,,,52.0,,Moderate,3,1452798000,10.0,,52.0,50.0,NE,5.0,34.0,Fair
,observation,CLR,D,30.0,1452806400,52.0,,52.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.21,,,,,,,,,,44.0,,,,,52.0,,Moderate,3,1452799200,10.0,,52.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,30.0,1452807600,55.0,,55.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.2,,,,,,,,,,38.0,,,,,55.0,,Moderate,4,1452800400,10.0,,55.0,220.0,SW,13.0,34.0,Fair
,observation,CLR,D,34.0,1452808800,55.0,,55.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.17,,,,,,,,,,44.0,,,,,55.0,,Moderate,4,1452801600,10.0,,55.0,250.0,WSW,22.0,34.0,Fair / Windy
,observation,CLR,D,32.0,1452810000,55.0,,55.0,3490.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,41.0,,,,,55.0,,Moderate,4,1452802800,10.0,,55.0,270.0,W,22.0,34.0,Fair / Windy
,observation,CLR,D,30.0,1452811200,55.0,,55.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,38.0,,,,,55.0,,Moderate,3,1452804000,10.0,,55.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,28.0,1452812400,57.0,,57.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,33.0,,,,,57.0,,Moderate,3,1452805200,10.0,,57.0,250.0,WSW,12.0,34.0,Fair
,observation,CLR,D,30.0,1452813600,59.0,,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,34.0,,,,,59.0,,Moderate,3,1452806400,10.0,,59.0,250.0,WSW,15.0,34.0,Fair
,observation,CLR,D,27.0,1452814800,59.0,,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,29.0,,,,,59.0,,Moderate,3,1452807600,10.0,,59.0,260.0,W,14.0,34.0,Fair
,observation,CLR,D,25.0,1452816000,61.0,,61.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,25.0,,,,,61.0,,Low,2,1452808800,10.0,,61.0,270.0,W,16.0,34.0,Fair
,observation,CLR,D,28.0,1452817200,59.0,,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,31.0,,,,,59.0,,Low,2,1452810000,10.0,,59.0,260.0,W,15.0,34.0,Fair
,observation,CLR,D,28.0,1452818400,59.0,,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,31.0,,,,,59.0,,Low,2,1452811200,10.0,,59.0,280.0,W,12.0,34.0,Fair
,observation,CLR,D,30.0,1452819600,59.0,,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,34.0,,,,,59.0,,Low,1,1452812400,10.0,,59.0,300.0,WNW,6.0,34.0,Fair
,observation,CLR,D,23.0,1452820800,61.0,,61.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,23.0,,,,,61.0,,Low,1,1452813600,10.0,,61.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,28.0,1452822000,61.0,,61.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,29.0,,,,,61.0,,Low,1,1452814800,10.0,,61.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,23.0,1452823200,61.0,,61.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,23.0,,,,,61.0,,Low,1,1452816000,10.0,,61.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,9.0,1452824400,59.0,16.0,59.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,14.0,,,,,59.0,,Low,1,1452817200,10.0,,59.0,270.0,W,7.0,34.0,Fair
,observation,CLR,D,12.0,1452825600,57.0,,57.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.13,,,,,,,,,,17.0,,,,,57.0,,Low,1,1452818400,10.0,,57.0,,CALM,0.0,34.0,Fair
,observation,CLR,D,16.0,1452826800,55.0,,55.0,3400.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,21.0,,,,,55.0,,Low,0,1452819600,10.0,,55.0,240.0,WSW,8.0,34.0,Fair
,observation,CLR,N,16.0,1452828000,54.0,,54.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,22.0,,,,,54.0,,Low,0,1452820800,10.0,,54.0,240.0,WSW,10.0,33.0,Fair
,observation,CLR,N,16.0,1452829200,54.0,13.0,54.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,22.0,,,,,54.0,,Low,0,1452822000,10.0,,54.0,260.0,W,6.0,33.0,Fair
,observation,CLR,N,16.0,1452830400,52.0,,52.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,24.0,,,,,52.0,,Low,0,1452823200,10.0,,52.0,270.0,W,12.0,33.0,Fair
,observation,CLR,N,21.0,1452831600,52.0,,52.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,30.0,,,,,52.0,,Low,0,1452824400,,,52.0,270.0,W,9.0,33.0,Fair
,observation,CLR,N,23.0,1452832800,50.0,,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,35.0,,,,,50.0,,Low,0,1452825600,10.0,,50.0,300.0,WNW,9.0,33.0,Fair
,observation,CLR,N,25.0,1452834000,50.0,,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,37.0,,,,,50.0,,Low,0,1452826800,10.0,,50.0,290.0,WNW,7.0,33.0,Fair
,observation,CLR,N,25.0,1452835200,50.0,13.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,37.0,,,,,50.0,,Low,0,1452828000,10.0,,50.0,,CALM,0.0,33.0,Fair
,observation,CLR,N,28.0,1452836400,46.0,13.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,46.0,,,,,48.0,,Low,0,1452829200,10.0,,46.0,,VAR,6.0,33.0,Fair
,observation,CLR,N,30.0,1452837600,46.0,12.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,50.0,,,,,48.0,,Low,0,1452830400,10.0,,46.0,260.0,W,6.0,33.0,Fair
,observation,CLR,N,30.0,1452838800,43.0,17.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,50.0,,,,,48.0,,Low,0,1452831600,10.0,,43.0,250.0,WSW,12.0,33.0,Fair
,observation,CLR,N,30.0,1452840000,43.0,18.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,50.0,,,,,48.0,,Low,0,1452832800,10.0,,43.0,250.0,WSW,13.0,33.0,Fair
,observation,CLR,N,32.0,1452841200,41.0,,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.16,,,,,,,,,,57.0,,,,,46.0,,Low,0,1452834000,10.0,,41.0,250.0,WSW,12.0,33.0,Fair
,observation,CLR,N,32.0,1452842400,43.0,,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,57.0,,,,,46.0,,Low,0,1452835200,10.0,,43.0,260.0,W,7.0,33.0,Fair
,observation,CLR,N,34.0,1452843600,43.0,14.0,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.15,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452836400,10.0,,43.0,250.0,WSW,7.0,33.0,Fair
,observation,CLR,N,34.0,1452844800,43.0,,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452837600,10.0,,43.0,250.0,WSW,7.0,33.0,Fair
,observation,CLR,N,34.0,1452846000,42.0,,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452838800,10.0,,42.0,240.0,WSW,8.0,33.0,Fair
,observation,CLR,N,34.0,1452847200,43.0,16.0,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452840000,10.0,,43.0,250.0,WSW,7.0,33.0,Fair
,observation,CLR,N,34.0,1452848400,41.0,,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.14,,,,,,,,,,62.0,,,,,46.0,,Low,0,1452841200,10.0,,41.0,240.0,WSW,13.0,33.0,Fair
,observation,CLR,N,30.0,1452849600,40.0,23.0,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.12,,,,,,,,,,53.0,,,,,46.0,,Low,0,1452842400,10.0,,40.0,240.0,WSW,15.0,33.0,Fair
,observation,CLR,N,23.0,1452850800,42.0,26.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.11,,,,,,,,,,37.0,,,,,48.0,,Low,0,1452843600,10.0,,42.0,230.0,SW,17.0,33.0,Fair
,observation,CLR,N,23.0,1452852000,43.0,20.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.11,,,,,,,,,,37.0,,,,,48.0,,Low,0,1452844800,10.0,,43.0,230.0,SW,13.0,33.0,Fair
,observation,CLR,N,28.0,1452853200,42.0,,45.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.1,,,,,,,,,,53.0,,,,,45.0,,Low,0,1452846000,10.0,,42.0,,VAR,5.0,33.0,Fair
,observation,CLR,N,30.0,1452854400,41.0,,45.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.09,,,,,,,,,,57.0,,,,,45.0,,Low,0,1452847200,10.0,,41.0,90.0,E,6.0,33.0,Fair
,observation,CLR,N,30.0,1452855600,39.0,,43.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.08,,,,,,,,,,61.0,,,,,43.0,,Low,0,1452848400,10.0,,39.0,130.0,SE,7.0,33.0,Fair
,observation,CLR,N,32.0,1452856800,38.0,,43.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.06,,,,,,,,,,66.0,,,,,43.0,,Low,0,1452849600,10.0,,38.0,150.0,SSE,8.0,33.0,Fair
,observation,CLR,N,32.0,1452858000,37.0,,43.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.05,,,,,,,,,,66.0,,,,,43.0,,Low,0,1452850800,10.0,,37.0,160.0,SSE,9.0,33.0,Fair
,observation,CLR,N,30.0,1452859200,41.0,18.0,46.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.06,,,,,,,,,,53.0,,,,,46.0,,Low,0,1452852000,10.0,,41.0,190.0,S,12.0,33.0,Fair
,observation,FEW,N,27.0,1452860400,50.0,31.0,50.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.06,,,,,,,,,,40.0,,,,,50.0,,Low,0,1452853200,10.0,,50.0,210.0,SSW,17.0,33.0,Fair
,observation,BKN,N,32.0,1452861600,42.0,28.0,48.0,2700.0,KMHV,,,KMHV,Mojave,0.0,,27.07,,,,,,,,,,54.0,,,,,48.0,,Low,0,1452854400,10.0,,42.0,240.0,WSW,16.0,27.0,Mostly Cloudy
,observation,FEW,N,32.0,1452862800,42.0,28.0,48.0,3300.0,KMHV,,,KMHV,Mojave,0.0,,27.06,,,,,,,,,,54.0,,,,,48.0,,Low,0,1452855600,10.0,,42.0,220.0,SW,17.0,33.0,Fair
