kW_Turbine1,kW_Turbine2,kW_Turbine3,kW_Turbine4,kW_Turbine5,kW_Turbine6,kW_Turbine7,kW_Turbine8,kW_Turbine9,kW_Turbine10,kW_Turbine11,kW_Turbine12,kW_Turbine13,kW_Turbine14,kW_Turbine15,kW_Turbine16,kW_Turbine17,kW_Turbine18,kW_Turbine19,kW_Turbine20,kW_Turbine21,kW_Turbine22,kW_Turbine23,kW_Turbine24,kW_Turbine25,kW_Turbine26,kW_Turbine27,kW_Turbine28,kW_Turbine29,kW_Turbine30,kW_Turbine31,kW_Turbine32,kW_Turbine33,kW_Turbine34,kW_Turbine35,kW_Turbine36,kW_Turbine37,kW_Turbine38,kW_Turbine39,kW_Turbine40,kW_Turbine41,kW_Turbine42,kW_Turbine43,kW_Turbine44,kW_Turbine45,kW_Turbine46,kW_Turbine47,kW_Turbine48,kW_Turbine49,kW_Turbine50,kW_Turbine51,kW_Turbine52,kW_Turbine53,kW_Turbine54,kW_Turbine55,kW_Turbine56,kW_Turbine57,kW_Turbine58,kW_Turbine59,kW_Turbine60,kW_Turbine61,kW_Turbine62,kW_Turbine63,kW_Turbine64,kW_Turbine65,kW_Turbine66,kW_Turbine67,kW_Turbine68,kW_Turbine69,kW_Turbine70,kW_Turbine71,kW_Turbine72,kW_Turbine73,kW_Turbine74,kW_Turbine75,kW_Turbine76,kW_Turbine77,kW_Turbine78,kW_Turbine79,kW_Turbine80,kW_Turbine81,kW_Turbine82,kW_Turbine83,kW_Turbine84,kW_Turbine85,kW_Turbine86,timestamp
81.64,43.23,34.77,38.922,13.99,47.4,83.27,37.78,64.11399999999999,69.307,50.356,14.66,36.856,36.25,44.04,43.16,46.27,28.93,12.13,35.68,25.7,28.56,44.91,46.4,35.283,108.48,42.67,29.88,60.98,46.593,66.92,46.05,29.38,37.34,28.916,50.24,55.79,46.24,55.35,75.07,62.32,43.91,28.71,42.53,62.97,31.1,42.41,56.17,36.745,46.05,66.89,45.41,59.7,27.72,53.62,33.83,50.8,20.84,64.67,102.66,24.19,49.44,78.72,49.07,63.46,43.32,85.28399999999999,65.65,45.32,61.09,40.48,32.58,49.68,167.81,82.1,45.05,65.97,76.43,56.27,62.353,52.58,68.76,67.605,127.31,54.15,96.85,2016-01-09 17:55:00
81.51,49.34,29.08,36.236,37.65,47.75,37.93,82.04,64.196,49.073,60.908,41.39,37.918,36.2,47.53,50.7,49.43,7.68,16.183,8.52,29.35,44.7,44.09,0.0,41.986999999999995,107.14,50.383,39.09,64.08,55.55,69.21300000000001,49.053000000000004,47.88,40.86,29.29,56.4,47.98,49.265,23.58,28.02,38.58,28.5,85.76,47.02,58.84,53.12,36.13,68.88,35.22,48.2,48.12,70.11,95.22,53.36,62.19,47.99,53.51,72.87,68.56,75.45,55.59,62.26,58.88,46.24,53.33,53.6,89.376,65.11,50.08,34.34,27.8,53.03,55.96,166.6,80.8,27.75,55.79,49.9,62.61,63.31100000000001,56.68,45.48,72.25,128.1,45.74,106.59,2016-01-09 18:00:00
58.59,46.69,53.14,33.55,61.31,29.77,74.53,21.84,64.278,28.84,71.46,64.7,38.98,37.28,51.02,64.13,9.65,16.37,20.237000000000002,33.948,40.23,60.84,43.27,13.037,48.69,105.79,58.097,16.89,56.9,64.507,71.507,52.056999999999995,57.45,35.45,39.37,32.06,70.46,52.29,17.86,50.88,53.107,57.343,72.03,48.83,32.68,48.01,7.08,61.18,80.73,45.5,55.31,49.18,74.19,50.13,43.27,27.92,53.12,52.36,18.27,38.18,53.51,52.42,47.32,46.52,46.87,39.26,93.469,71.17,54.84,49.49,35.97,26.5,51.27,165.39,64.125,39.16,40.51,52.33,44.72,64.26899999999999,60.78,48.1,88.7,128.9,66.59,54.99,2016-01-09 18:05:00
61.42,29.46,51.31,20.16,56.28,28.515,80.97,28.75,64.36,72.63,48.42,50.6,23.06,76.25,54.51,41.34,32.77,26.535,24.29,59.375,51.11,76.98,42.45,28.013,53.623000000000005,104.45,65.81,29.54,49.72,73.465,73.8,55.06,67.02,46.975,35.48,43.46,45.78,55.315,68.53,0.0,67.633,86.18700000000001,58.06,53.94,42.02,13.2,40.3,49.84,48.16,52.95,94.82,41.36,57.06,52.63,62.81,49.09,46.62,85.56,89.03,52.665,67.3,64.11,58.573,86.66,66.42,73.51,97.561,79.47,59.6,56.4,23.39,59.84,42.66,164.17,47.45,42.13,67.65,68.91,63.01,65.227,64.88,78.84,94.69,129.69,68.87,36.61,2016-01-09 18:10:00
64.25,58.35,53.04,48.7,63.18,27.26,18.88,36.97,46.07,60.005,25.38,66.44,56.67,77.025,58.0,25.41,30.77,36.7,58.16,84.802,39.88,40.31,41.63,42.99,58.556000000000004,103.11,65.62,52.8,32.89,82.42200000000001,74.35,81.06,76.59,58.5,39.91,65.73,62.88,58.34,77.5,9.5173,82.16,115.03,62.747,86.01,73.52,58.75,67.42,50.23,51.53,49.56,65.77,55.93,39.93,55.13,67.8,51.91,76.21,91.47,97.91,67.15,62.24,51.78,69.827,77.19,63.27,92.35,101.65,43.69,64.36,52.55,77.62,60.12,74.5,162.96,56.63,92.53,49.2,75.12,58.99,66.184,68.98,81.235,33.15,130.48,46.85,71.61,2016-01-09 18:15:00
67.08,62.338,52.82,28.12,40.05,29.31,70.17,45.19,51.01,47.38,31.4,62.98,41.22,77.8,61.49,37.6,75.06,46.75,63.52,110.23,69.25,69.77,86.37,71.05,63.489,101.76,102.39,86.06,74.48,91.38,84.76,42.09,87.31,79.87,82.28,98.38,58.86,60.55,107.18,22.705,62.14,94.8,67.433,113.82,77.4,81.39,90.89,58.05,82.67,83.47,81.24,51.86,59.585,63.89,70.26,72.39,119.53,115.88,97.57,73.25,103.32,131.65,81.08,105.06,72.81,155.84,105.75,103.25,95.97,103.29,53.75,44.75,82.49,161.74,65.81,29.05,52.44,71.113,76.51,67.142,48.88,83.63,88.08,131.27,90.57,84.41,2016-01-09 18:20:00
44.37,66.325,52.848,23.66,21.08,31.36,43.09,50.578,55.33,52.417,37.42,34.86,25.77,30.46,32.95,49.79,13.57,51.202,30.61,57.22,98.62,50.58,88.26799999999999,40.835,68.422,100.42,101.72,47.66,106.85,63.82,41.17,44.54,35.19,49.55,43.74,96.17,56.38,61.661,85.44,35.891999999999996,67.87,77.02,72.12,81.67,53.5,96.55,73.21,92.87,66.38,122.59,72.96,100.77,79.24,57.53,55.45,83.01,105.08,80.59,94.62,74.42,99.78,83.45,82.39,60.33,61.56,99.51,109.84,79.1,51.24,38.67,40.75,98.96,79.27,160.53,86.62,34.93,74.94,67.107,77.83,68.1,105.93,86.025,91.83,132.06,123.33,91.38,2016-01-09 18:25:00
33.83,70.313,52.876000000000005,29.374000000000002,28.715999999999998,33.42,34.34,55.965,54.968999999999994,57.45399999999999,43.44,10.29,31.046,12.58,36.164,56.272,15.187999999999999,55.653999999999996,38.922,61.735,100.83,8.54,90.166,10.62,73.355,99.072,101.05,15.85,35.9,44.38,28.88,28.67,43.658,36.8,49.348,97.411,29.82,62.773,45.35,49.07899999999999,39.78,59.24,55.31,74.0,75.01,63.57,32.79,68.09,110.34,33.01,104.69,79.44,61.71,85.54,48.8,46.93,39.96,71.47,27.06,54.703,43.29,58.75,37.84,65.462,20.4,18.8,113.93,51.91,18.18,62.03,40.36,80.243,43.93,159.31,39.62,94.87,80.686,63.1,80.703,56.81,45.72,88.42,76.39,132.85,139.88,107.97,2016-01-09 18:30:00
38.833,74.301,52.903999999999996,35.089,36.351,38.542,34.055,61.353,54.607,62.49100000000001,49.46,45.19,36.321999999999996,23.015,39.378,62.754,16.805,60.106,47.233999999999995,66.251,103.04,11.997,92.064,11.19,78.288,97.728,100.38,24.083000000000002,29.1,34.14,33.073,35.577,52.126000000000005,46.87,54.955,98.65299999999999,14.29,63.88399999999999,54.501000000000005,62.266000000000005,12.48,63.842,28.76,59.465,59.893,64.801,36.611,17.95,64.89,26.56,2.67,8.25,40.36,23.06,42.15,19.01,32.78,60.843,22.51,34.986999999999995,32.37,39.62,50.26,70.595,45.12,49.39,118.02,37.275,46.38,30.58,39.97,61.527,28.69,158.1,48.756,50.42,86.432,47.23,83.57600000000001,54.82,43.38,21.99,23.78,133.64,61.01,50.46,2016-01-09 18:35:00
43.836999999999996,78.288,52.931999999999995,40.803000000000004,43.986999999999995,43.663999999999994,33.77,66.741,54.246,67.528,52.657,15.43,41.598,33.45,42.592,69.236,18.422,64.558,55.54600000000001,70.766,105.26,15.454,93.962,19.994,83.221,96.383,99.70700000000001,32.317,22.3,7.21,37.266999999999996,42.483000000000004,60.593999999999994,56.94,60.563,99.89399999999999,14.589,64.99600000000001,63.653,75.454,3.92,68.443,30.053,44.93,44.775,66.032,40.431999999999995,0.0,47.61,20.11,6.8236,15.382,49.31399999999999,0.0,7.28,34.14,25.6,50.215,30.96,15.27,6.9,20.49,29.51,75.727,52.358999999999995,28.66,122.12,22.64,36.69,59.88,39.58,42.81,32.16,156.88,57.891999999999996,44.31,92.178,40.05,86.449,46.19,44.87,15.21,35.595,134.43,60.513000000000005,21.9,2016-01-09 18:40:00
48.84,82.27600000000001,52.96,46.516999999999996,51.623000000000005,48.786,33.485,72.128,53.88399999999999,72.564,55.854,9.6,46.873999999999995,43.885,45.806000000000004,75.718,20.04,69.009,63.858000000000004,75.282,107.47,18.910999999999998,95.86,28.796999999999997,88.154,95.039,99.036,40.55,15.5,36.3,41.46,49.39,69.061,67.01,66.17,101.14,14.887,66.107,72.804,88.641,5.19,73.045,31.346999999999998,30.395,29.656999999999996,67.262,44.251999999999995,28.32,30.33,13.66,10.977,22.513,58.268,6.218,18.421,42.355,36.717,39.586999999999996,45.236000000000004,23.45,18.11,1.36,15.94,80.859,59.598,43.19,126.21,32.762,44.1,26.47,39.84,51.458,2.14,155.67,67.028,38.2,97.925,50.785,89.322,37.56,28.58,8.43,47.41,135.22,60.016999999999996,64.62,2016-01-09 18:45:00
50.586000000000006,86.264,52.988,52.231,59.25899999999999,53.909,33.2,77.516,53.523,77.601,59.051,26.139,52.15,54.32,49.02,82.199,27.883000000000003,73.461,72.17,79.797,109.68,22.368000000000002,97.759,37.601,93.087,93.694,98.366,50.361000000000004,8.7,31.35,45.653,56.297,77.529,77.08,71.778,102.38,15.186,67.219,81.956,101.83,21.23,77.64699999999999,32.64,15.86,14.54,68.493,48.073,41.07,13.05,7.21,15.130999999999998,29.645,67.222,16.285999999999998,29.561999999999998,50.57,47.833999999999996,28.96,59.512,23.05,16.0,35.51,45.38,85.992,66.837,25.83,130.3,42.88399999999999,54.494,23.96,17.8,60.106,16.5,154.46,76.163,39.53,103.67,61.519,92.195,35.2,46.42,1.65,46.32,136.01,59.52,50.29,2016-01-09 18:50:00
52.333,90.251,53.016000000000005,57.946000000000005,66.89399999999999,59.031000000000006,38.92,82.904,53.161,82.63799999999999,62.248000000000005,42.678000000000004,57.426,64.755,52.233999999999995,88.681,35.725,77.913,80.482,84.31200000000001,111.89,25.825,99.65700000000001,46.405,98.02,92.35,97.695,60.172,19.426,36.883,49.847,63.203,85.99700000000001,87.15,77.38600000000001,103.62,15.484000000000002,68.33,91.10700000000001,115.02,33.15,82.24799999999999,13.39,0.0,0.0,69.72399999999999,51.894,49.047,22.976,13.835,19.285,36.777,76.17699999999999,26.354,40.703,58.785,58.951,37.078,73.788,38.744,32.325,51.231,53.611000000000004,91.124,74.07600000000001,8.23,134.39,53.006,64.889,24.61,24.03,68.75399999999999,35.695,153.24,85.29899999999999,39.204,109.42,72.25399999999999,95.068,44.873000000000005,58.216,0.0,9.52,136.8,7.96,1.21,2016-01-09 18:55:00
54.07899999999999,94.23899999999999,53.044,63.66,74.53,64.153,44.64,88.291,52.8,87.675,65.445,59.217,62.702,75.19,55.448,95.163,43.568000000000005,82.365,88.794,88.82799999999999,114.11,29.281999999999996,101.55,55.208,102.95,91.006,97.024,69.983,30.151,42.415,54.04,70.11,94.465,97.22,82.993,104.86,15.783,69.441,100.26,128.2,45.07,86.85,22.962,15.02,6.17,70.955,55.715,57.025,32.900999999999996,20.46,23.438000000000002,43.908,85.131,36.422,51.843999999999994,67.0,70.068,45.195,88.064,54.438,48.65,66.953,61.842,96.256,81.315,27.519000000000002,138.49,63.128,75.283,45.577,23.891,77.402,54.89,152.03,94.435,38.876999999999995,115.16,82.988,97.94200000000001,54.545,70.01100000000001,14.493,30.58,137.59,25.073,28.79,2016-01-09 19:00:00
55.825,98.226,53.071999999999996,69.374,82.166,69.275,50.36,93.679,52.43899999999999,92.712,68.642,75.756,67.97800000000001,85.625,58.662,101.65,51.411,86.81700000000001,97.10600000000001,93.34299999999999,116.32,32.739000000000004,103.45,64.012,107.89,89.661,96.354,79.794,40.876999999999995,47.948,58.233000000000004,77.017,102.93,107.29,88.601,106.1,16.081,70.553,109.41,141.39,56.99,91.45200000000001,32.534,33.13,27.410999999999998,72.185,59.536,65.002,42.827,27.085,27.592,51.04,94.085,46.49,62.985,75.215,81.185,53.313,102.34,70.131,64.975,82.67399999999999,70.07300000000001,101.39,88.555,46.806999999999995,142.58,73.25,85.678,66.544,23.753,86.05,74.085,150.81,103.57,38.551,120.91,93.723,100.81,64.218,81.807,34.116,51.64,138.38,42.185,48.083,2016-01-09 19:05:00
57.571999999999996,102.21,53.1,75.089,89.801,74.39699999999999,56.08,99.066,52.077,97.749,71.83800000000001,92.295,73.25399999999999,96.06,61.876000000000005,108.13,59.254,91.26899999999999,105.42,97.85799999999999,118.53,36.196,105.35,72.815,112.82,88.31700000000001,95.68299999999999,89.605,51.602,53.481,62.427,83.92299999999999,111.4,117.36,94.209,107.34,16.38,71.664,118.56,173.77,68.91,96.053,42.107,51.24,48.653,73.416,63.357,72.98,52.751999999999995,33.71,31.745,58.172,103.04,56.558,74.126,83.43,92.302,61.43,116.62,85.825,81.3,98.395,78.304,106.52,95.794,66.096,146.67,83.37200000000001,96.072,87.51100000000001,23.614,94.698,93.28,149.6,112.71,38.225,126.66,104.46,103.69,73.89,93.602,53.739,72.7,139.17,59.298,67.377,2016-01-09 19:10:00
59.318000000000005,106.2,53.128,80.803,97.43700000000001,79.51899999999999,61.8,104.45,51.716,102.79,75.035,108.83,78.53,106.5,65.09,114.61,67.096,95.721,113.73,102.37,120.74,39.654,107.25,81.619,117.75,86.97200000000001,95.012,99.416,62.328,59.013999999999996,66.62,90.83,119.87,127.43,99.816,108.58,16.678,72.77600000000001,127.71,120.09,80.83,100.66,51.678999999999995,69.35,69.89399999999999,74.64699999999999,67.178,80.958,62.678000000000004,40.335,35.899,65.303,111.99,66.626,85.26700000000001,91.645,103.42,69.547,130.89,101.52,97.625,114.12,86.535,111.65,103.03,85.384,150.76,93.494,106.47,108.48,23.476,103.35,112.47,148.38,121.84,37.898,132.4,115.19,106.56,83.56299999999999,105.4,73.361,93.76,139.96,76.41,86.67,2016-01-09 19:15:00
61.065,110.19,53.156000000000006,86.51700000000001,105.07,84.641,67.52,109.84,51.354,107.82,78.232,125.37,83.806,116.93,68.304,121.09,74.939,100.17,122.04,106.89,122.95,43.111000000000004,109.15,90.42299999999999,122.69,85.62799999999999,94.34100000000001,109.23,73.053,64.546,70.813,97.73700000000001,128.34,137.5,105.42,109.83,16.977,73.887,136.86,140.52,92.75,105.26,61.251000000000005,87.46,91.13600000000001,75.878,70.998,88.935,72.60300000000001,46.96,40.053000000000004,72.435,120.95,76.694,96.40799999999999,99.86,114.54,77.665,145.17,117.21,113.95,129.84,94.766,116.79,110.27,104.67,154.86,103.62,116.86,129.45,23.337,111.99,131.67,147.17,130.98,37.571999999999996,138.15,125.93,109.43,93.235,117.19,92.984,114.82,140.75,93.522,105.96,2016-01-09 19:20:00
62.81100000000001,114.18,53.184,92.23100000000001,112.71,89.764,73.24,115.23,50.993,112.86,81.429,141.91,89.08200000000001,127.37,71.518,127.57,82.78200000000001,104.62,130.35,111.4,125.17,46.568000000000005,111.05,99.226,127.62,84.28399999999999,93.671,119.04,83.779,70.079,75.007,104.64,136.8,147.57,111.03,111.07,17.275,74.999,146.02,170.87,104.67,109.86,70.82300000000001,105.57,112.38,77.108,74.819,96.912,82.529,53.585,44.206,79.567,129.9,86.762,107.55,108.08,125.65,85.78200000000001,159.44,132.91,130.27,145.56,103.0,121.92,117.51,123.96,158.95,113.74,127.26,150.41,23.199,120.64,150.87,145.95,140.11,37.245,143.89,136.66,112.31,102.91,128.99,112.61,135.88,141.54,110.64,125.26,2016-01-09 19:25:00
64.557,118.16,53.211999999999996,97.946,120.34,94.88600000000001,78.96,120.62,50.631,117.9,84.626,158.45,94.35799999999999,137.8,74.732,134.05,90.625,109.08,138.67,115.92,127.38,50.025,112.94,108.03,132.55,82.939,93.0,128.85,94.50399999999999,75.612,79.2,111.55,145.27,157.64,116.64,112.31,17.574,76.11,155.17,197.13,116.59,114.46,80.396,123.68,133.62,78.339,78.64,104.89,92.454,60.21,48.36,86.698,138.86,96.83,118.69,116.29,136.77,93.9,173.72,148.6,146.6,161.28,111.23,127.05,124.75,143.25,163.04,123.86,137.65,171.38,23.06,129.29,170.06,144.74,149.25,36.919000000000004,149.64,147.4,115.18,112.58,140.78,132.23,156.94,142.33,127.75,144.55,2016-01-09 19:30:00
66.304,122.15,53.24,103.66,127.98,100.01,84.68,126.0,50.27,122.93,87.823,174.99,99.634,137.39,77.946,140.54,98.46700000000001,113.53,146.98,132.51,129.59,53.482,114.84,144.41,137.48,81.595,138.2,138.66,105.23,81.145,111.7,150.17,153.74,167.71,122.25,113.55,17.872,91.8,164.32,210.96,128.51,132.57,89.96799999999999,194.19,154.86,79.57,103.41,91.75,102.38,93.85,40.91,93.83,147.81,91.91,155.31,124.51,150.19,134.48,179.69,159.84,188.18,171.24,119.46,162.09,170.19,170.01,158.93,97.51,155.92,159.36,20.02,165.77,143.38,146.67,160.96,36.593,172.62,158.13,76.32,153.71,152.58,159.05,144.1,143.12,144.86,145.07,2016-01-09 19:35:00
68.05,126.14,64.97,128.61,173.73,105.13,90.4,131.39,57.7,127.97,91.02,191.53,104.91,162.46,81.16,147.02,106.31,117.98,155.29,167.08,177.65,56.93899999999999,116.74,156.97,142.42,80.251,138.69,169.69,96.59,86.677,108.84,149.33,199.34,151.9,127.85,135.64,18.171,87.72,173.47,235.64,180.97,144.34,99.54,178.99,156.85,127.19,88.38,108.47,135.55,83.83,48.47,127.28,196.99,92.72,146.96,132.72,122.53,137.8,136.61,119.98,175.19,136.08,127.69,146.67,148.15,130.78,122.05,55.38,113.74,118.84,0.0,148.09,112.48,107.91,130.86,36.266,142.4,147.81,63.52,150.85,146.98,141.01,120.33,123.47,120.55,123.62,2016-01-09 19:40:00
76.27,114.27,104.12,139.79,143.87,94.11,96.12,136.78,75.69,157.06,111.86,187.63,107.75,135.33,143.69,153.5,91.31,122.54,166.29,134.41,143.03,60.396,118.64,125.85,147.35,78.906,135.79,150.33,127.57,92.21,67.53,120.03,146.05,125.37,133.46,63.56,18.469,26.2,130.87,252.62,131.65,106.11,101.46,139.55,101.22,97.23,83.77,110.78,123.76,88.2,30.1,108.34,170.09,81.38,105.98,112.49,83.8,99.47,105.37,100.23,115.13,101.66,101.06,94.02,101.5,90.7,93.23,12.56,87.01,100.83,8.94,108.32,102.34,101.71,106.35,35.94,106.71,115.21,63.02,119.02,117.33,104.33,108.82,107.86,113.87,106.47,2016-01-09 19:45:00
34.92,85.61,91.82,87.59,119.6,78.0,67.28,65.73,4.86,116.03,86.38,109.68,58.87,110.59,112.18,125.73,50.5,61.34,103.98,109.32,100.22,63.853,120.54,108.71,91.04,77.562,111.29,92.5,98.76,50.47,49.93,107.77,85.89,84.55,139.07,34.38,18.768,42.6,131.37,282.18,134.82,113.45,28.5,100.3,73.89,61.45,99.68,86.79,62.46,70.86,6.83,45.96,94.29,42.47,149.73,112.26,43.23,73.96,128.88,134.86,103.63,117.8,136.9,65.33,101.42,89.47,127.06,43.42,99.75,127.87,24.92,101.32,146.8,101.2,99.0,33.21,105.46,111.18,53.23,112.56,110.91,113.89,100.25,100.51,94.12,97.62,2016-01-09 19:50:00
27.25,48.01,64.4,111.67,163.08,56.63,55.31,63.25,26.16,141.31,65.14,117.65,49.42,161.12,98.0,82.66,42.17,107.94,163.4,154.95,104.98,67.31,122.43,154.59,59.23,76.217,107.83,86.38,142.28,28.98,99.0,131.94,146.34,74.67,144.68,84.54,19.066,126.5,188.72,222.42,178.47,152.65,60.06,168.11,74.66,37.57,132.58,90.32,82.41,106.01,80.17,49.19,112.63,77.55,183.18,107.55,161.51,104.32,207.76,176.32,134.72,208.09,224.03,95.04,94.63,177.21,220.03,223.03,157.99,215.95,105.3,88.0,244.44,158.81,99.1,30.51,94.02,88.67,37.92,114.5,103.06,82.07,119.29,107.44,128.89,127.17,2016-01-09 19:55:00
71.35,81.54,134.19,105.76,194.19,70.67,49.18,107.78,195.7,134.58,75.98,134.14,106.05,198.89,37.62,75.4,79.14,244.42,203.81,185.29,191.99,64.72,124.33,166.98,86.0,74.873,88.36,107.27,182.65,85.12,209.21,156.19,234.92,177.75,150.28,126.43,19.365,229.36,227.42,188.97,173.64,234.4,124.72,197.23,77.79,86.14,195.38,161.06,118.18,166.7,166.71,192.78,142.19,153.6,229.28,132.78,283.56,150.8,245.9,199.0,153.4,268.95,248.35,106.86,86.55,238.49,255.3,174.51,220.93,246.18,76.33,170.84,234.53,213.44,185.04,58.52,192.36,172.75,111.08,184.24,185.46,176.88,199.81,198.9,210.52,213.92,2016-01-09 20:00:00
103.82,125.87,227.2,111.8,213.95,183.41,177.26,191.63,263.49,128.9,151.75,111.6,123.28,203.13,49.97,75.8,187.8,255.19,181.84,207.36,250.08,86.02,126.23,209.64,113.27,73.529,113.87,68.43,240.41,113.08,227.99,219.0,259.45,148.26,155.89,162.7,19.664,212.62,244.0,161.14,171.25,215.53,148.88,245.18,93.01,142.13,145.97,224.17,148.07,127.75,194.75,220.71,157.39,187.69,219.05,129.89,253.33,185.92,220.72,189.03,237.32,227.21,210.72,198.5,186.0,225.84,206.94,121.52,201.74,202.2,44.87,151.6,185.94,201.82,186.82,56.28,172.56,132.47,134.66,226.58,155.06,183.72,199.81,186.06,206.52,203.3,2016-01-09 20:05:00
141.14,119.17,172.59,184.33,215.58,161.91,140.55,176.27,199.91,163.49,184.43,144.82,122.74,215.1,113.45,122.55,150.84,199.48,232.23,216.61,209.15,49.42,107.24,213.99,152.32,72.184,219.15,122.49,194.53,150.03,189.3,223.39,246.98,151.98,161.5,141.8,19.962,144.32,239.98,107.59,226.87,232.42,123.72,224.53,86.43,103.41,118.76,182.74,133.51,97.49,115.73,140.18,211.68,149.21,225.14,109.45,195.97,132.45,213.5,198.62,199.87,183.87,192.97,174.86,160.99,173.05,166.7,102.32,163.15,171.64,8.72,159.31,164.65,173.6,160.59,46.56,176.73,135.01,93.0,189.44,165.51,193.62,183.77,184.88,191.3,194.94,2016-01-09 20:10:00
108.35,98.24,130.48,250.74,267.47,80.98,110.45,148.89,127.99,248.71,124.64,250.69,184.75,267.61,126.28,96.52,103.96,150.41,263.21,264.82,150.5,66.85,86.69,268.34,147.9,70.84,239.5,134.19,105.92,101.8,240.99,268.47,247.47,121.68,120.98,150.09,20.261,212.54,233.44,58.54,245.91,258.33,100.83,215.59,151.66,113.32,95.5,109.42,127.3,103.81,57.58,128.91,203.03,95.45,242.71,171.32,162.72,148.02,207.03,188.43,207.53,190.73,210.71,186.88,189.13,193.9,198.27,131.36,190.43,207.33,17.18,167.56,220.23,205.84,185.41,43.06,174.83,168.76,84.41,220.26,215.25,175.7,189.19,192.52,199.97,189.14,2016-01-09 20:15:00
137.45,88.98,249.61,173.2,326.28,92.31,116.76,151.08,230.09,204.15,120.34,230.75,171.13,321.41,79.08,82.19,131.82,222.02,318.85,322.9,162.68,73.89,96.5,330.95,148.43,69.495,244.89,140.86,123.78,125.73,314.25,327.7,252.22,127.14,140.32,154.37,20.559,269.86,255.2,39.38,247.71,302.78,97.16,260.37,139.74,87.59,120.68,159.27,148.59,108.38,175.73,120.83,241.5,191.49,286.96,158.59,277.79,157.03,274.81,239.26,288.75,276.51,268.85,250.11,239.97,292.93,269.15,176.17,280.81,273.6,60.55,238.31,260.24,284.72,277.71,60.33,238.5,223.08,89.99,264.39,235.69,237.32,269.21,262.35,280.18,270.55,2016-01-09 20:20:00
150.66,50.66,124.92,184.07,259.96,71.26,82.67,180.63,140.26,217.81,159.71,217.16,159.3,253.25,118.65,77.89,58.38,162.75,246.63,264.17,135.42,52.88,73.89,278.26,160.87,68.15100000000001,220.51,105.18,134.2,127.07,200.74,263.8,243.79,204.33,158.66,156.46,20.858,191.85,220.52,0.0,209.92,235.47,179.8,248.57,84.92,98.92,94.47,198.34,174.17,97.76,166.69,118.03,263.25,114.56,240.73,89.75,244.72,150.56,245.31,192.77,237.09,235.02,244.77,194.89,161.16,240.4,229.47,146.75,225.73,235.52,60.47,265.38,226.97,250.87,290.81,44.38,288.87,200.41,129.06,282.2,271.69,281.7,314.17,289.4,318.14,292.57,2016-01-09 20:25:00
93.93,40.66,172.69,85.95,221.42,33.85,44.83,103.36,132.69,142.09,120.12,185.12,149.32,212.69,22.19,39.88,54.92,127.2,200.52,224.95,94.07,44.73,67.98,237.04,90.73,66.807,155.29,88.4,62.83,66.27,222.32,248.05,213.38,101.8,88.09,140.98,21.156,207.56,179.56,0.0,176.01,218.38,86.35,221.68,145.97,65.39,64.33,160.28,146.25,86.9,118.5,102.99,190.98,126.63,193.81,147.77,206.74,115.51,199.79,163.52,223.49,193.75,197.94,181.18,168.43,220.88,193.63,58.31,210.94,215.66,28.79,233.99,197.54,234.28,264.0,43.77,253.08,183.35,101.5,255.15,242.57,293.39,245.05,230.88,244.91,238.07,2016-01-09 20:30:00
6.74,46.14,250.97,96.2,224.19,52.35,49.06,113.77,198.45,91.14,34.21,103.99,139.68,217.81,18.75,71.09,47.64,176.63,198.66,218.07,167.4,44.46,81.04,218.5,79.42,65.462,109.91,80.25,161.47,26.97,194.67,209.42,206.9,135.54,70.65,105.84,21.455,151.63,174.96,32.61,136.37,158.23,9.76,171.56,60.99,56.04,106.8,118.72,47.03,89.92,91.15,50.76,112.5,144.76,153.15,75.9,190.42,108.27,163.52,147.16,217.79,173.96,170.1,188.85,195.75,219.47,208.24,155.32,207.96,224.81,69.0,143.66,186.17,223.49,185.71,46.81,157.75,122.56,131.4,146.88,104.67,161.94,171.5,155.49,169.2,166.76,2016-01-09 20:35:00
13.557,53.17,179.99,139.35,171.74,64.3,49.39,56.89,63.13,55.01,23.03,112.54,53.01,167.07,4.92,78.39,34.2,100.44,132.06,174.86,61.62,55.76,27.14,171.64,86.32,64.118,73.51,51.19,42.59,26.02,123.92,155.35,140.3,66.33,18.42,56.84,21.753,103.3,116.61,58.06,104.66,99.41,7.06,126.45,88.68,62.19,41.61,94.99,59.17,41.05,35.7,53.95,127.56,36.99,120.12,73.99,124.54,75.31,112.18,92.23,145.15,119.28,105.84,114.84,119.09,109.63,120.52,147.69,114.48,119.67,52.89,70.0,112.25,126.39,79.3,102.56,75.8,44.22,43.43,118.48,39.92,45.33,99.28,105.82,109.06,105.14,2016-01-09 20:40:00
