kW_Turbine1,kW_Turbine2,kW_Turbine3,kW_Turbine4,kW_Turbine5,kW_Turbine6,kW_Turbine7,kW_Turbine8,kW_Turbine9,kW_Turbine10,kW_Turbine11,kW_Turbine12,kW_Turbine13,kW_Turbine14,kW_Turbine15,kW_Turbine16,kW_Turbine17,kW_Turbine18,kW_Turbine19,kW_Turbine20,kW_Turbine21,kW_Turbine22,kW_Turbine23,kW_Turbine24,kW_Turbine25,kW_Turbine26,kW_Turbine27,kW_Turbine28,kW_Turbine29,kW_Turbine30,kW_Turbine31,kW_Turbine32,kW_Turbine33,kW_Turbine34,kW_Turbine35,kW_Turbine36,kW_Turbine37,kW_Turbine38,kW_Turbine39,kW_Turbine40,kW_Turbine41,kW_Turbine42,kW_Turbine43,kW_Turbine44,kW_Turbine45,kW_Turbine46,kW_Turbine47,kW_Turbine48,kW_Turbine49,kW_Turbine50,kW_Turbine51,kW_Turbine52,kW_Turbine53,kW_Turbine54,kW_Turbine55,kW_Turbine56,kW_Turbine57,kW_Turbine58,kW_Turbine59,kW_Turbine60,kW_Turbine61,kW_Turbine62,kW_Turbine63,kW_Turbine64,kW_Turbine65,kW_Turbine66,kW_Turbine67,kW_Turbine68,kW_Turbine69,kW_Turbine70,kW_Turbine71,kW_Turbine72,kW_Turbine73,kW_Turbine74,kW_Turbine75,kW_Turbine76,kW_Turbine77,kW_Turbine78,kW_Turbine79,kW_Turbine80,kW_Turbine81,kW_Turbine82,kW_Turbine83,kW_Turbine84,kW_Turbine85,kW_Turbine86,timestamp
1511.8,1514.5,1522.9,1512.7,1525.5,1502.3,1472.3,1469.8,1513.5,1520.5,1513.0,1517.1,1518.1,1514.4,1521.6,1451.4,1400.5,1522.8,1520.5,1513.1,1684.0,1510.6,1485.4,1499.5,1506.0,1520.8,1517.5,1512.8,1524.2,1519.1,1518.5,1525.1,1517.4,1524.5,1520.1,1521.7,1514.0,1510.8,1518.7,1514.9,1491.5,1521.1,1515.0,1512.2,1472.3,1518.2,1515.5,1517.3,1515.2,1515.6,1524.9,1524.6,1523.0,1515.9,1518.5,1520.6,1521.7,1524.7,1518.3,1509.1,1523.3,1488.0,1489.3,1506.8,1515.6,1508.0,1504.2,1512.8,1516.7,1519.1,1520.8,1514.6,1504.3,1521.6,1516.5,1521.4,1510.6,1514.8,1510.0,1517.5,1517.1,1522.3,1520.1,1509.6,1524.3,1512.8,2016-01-02 07:20:00
1490.9,1513.7,1523.0,1506.8,1525.9,1506.9,1518.3,1493.0,1479.5,1522.6,1496.1,1518.8,1511.7,1504.5,1518.9,1495.3,1414.4,1521.3,1515.6,1516.7,1674.0,1516.9,1460.3,1463.2,1513.1,1521.5,1518.3,1516.9,1524.2,1521.3,1521.4,1524.8,1523.1,1524.9,1516.4,1516.8,1363.9,1518.4,1514.5,1516.8,1454.9,1480.2,1516.8,1506.6,1473.6,1521.1,1509.6,1508.8,1515.9,1518.7,1520.8,1524.6,1521.9,1518.8,1516.8,1520.4,1521.7,1522.5,1517.6,1513.9,1531.4,1495.4,1507.1,1472.5,1511.8,1514.8,1510.4,1511.0,1520.8,1520.7,1528.5,1515.1,1514.5,1526.0,1519.5,1521.5,1509.7,1514.9,1511.7,1511.0,1517.3,1523.8,1521.1,1510.0,1525.2,1518.8,2016-01-02 07:25:00
1514.4,1512.5,1521.2,1514.5,1525.7,1512.6,1517.9,1498.7,1523.4,1526.3,1502.4,1523.0,1516.5,1514.5,1519.8,1511.3,1428.3,1523.2,1510.3,1505.1,1692.2,1515.7,1478.0,1487.2,1512.3,1520.1,1516.2,1512.7,1524.2,1520.9,1508.7,1512.9,1520.3,1526.2,1520.6,1515.1,1440.3,1517.0,1513.5,1519.2,1471.5,1510.6,1517.0,1511.5,1474.9,1515.8,1494.5,1516.8,1508.3,1511.9,1524.5,1523.9,1521.3,1517.5,1504.5,1516.4,1515.6,1492.5,1494.4,1515.8,1512.0,1493.0,1521.4,1422.3,1509.0,1508.8,1511.4,1516.2,1511.6,1520.8,1527.3,1515.4,1504.3,1524.4,1518.3,1521.4,1516.2,1521.3,1516.6,1513.3,1517.6,1525.1,1520.3,1509.7,1525.3,1516.7,2016-01-02 07:30:00
1513.1,1523.8,1522.7,1518.1,1527.1,1496.9,1519.4,1449.3,1523.8,1526.0,1506.1,1521.8,1518.0,1516.1,1519.3,1511.5,1442.3,1524.5,1513.9,1517.1,1692.2,1521.0,1518.1,1519.2,1513.2,1522.7,1520.6,1521.7,1524.1,1520.3,1514.6,1526.8,1522.5,1524.1,1519.9,1518.0,1521.7,1516.9,1521.1,1519.9,1514.3,1519.6,1517.6,1519.3,1476.2,1519.4,1514.8,1516.5,1521.9,1517.8,1523.7,1524.8,1520.9,1515.2,1517.1,1521.8,1515.8,1514.2,1516.5,1519.1,1522.1,1519.1,1523.1,1326.9,1476.2,1511.5,1502.1,1523.0,1496.8,1520.5,1527.3,1514.0,1522.8,1524.9,1520.1,1523.3,1515.9,1525.2,1524.0,1516.5,1517.9,1523.3,1520.6,1505.5,1524.7,1519.0,2016-01-02 07:35:00
1522.3,1520.7,1523.8,1521.3,1525.6,1511.8,1525.6,1385.7,1525.8,1525.0,1523.0,1523.9,1518.2,1518.0,1521.6,1524.9,1456.2,1522.8,1519.6,1519.0,1694.7,1521.2,1521.7,1520.3,1519.2,1521.1,1524.4,1520.9,1524.7,1520.9,1525.6,1526.0,1525.4,1524.7,1521.0,1519.9,1514.9,1523.1,1518.2,1509.5,1517.7,1518.9,1517.3,1520.5,1477.5,1521.1,1517.9,1518.6,1517.9,1517.3,1523.0,1523.8,1523.3,1521.8,1519.9,1521.2,1516.3,1512.8,1514.6,1519.6,1527.8,1516.3,1524.3,1495.5,1519.6,1521.8,1519.3,1523.8,1520.6,1519.8,1525.7,1516.8,1515.8,1525.6,1523.0,1523.1,1515.9,1524.7,1521.6,1517.5,1518.2,1525.1,1519.2,1506.2,1525.6,1518.0,2016-01-02 07:40:00
1517.8,1519.2,1523.2,1520.5,1525.0,1509.4,1523.1,1499.5,1520.8,1523.4,1523.8,1524.7,1518.5,1516.5,1521.4,1517.8,1470.1,1522.8,1519.6,1517.6,1692.7,1521.2,1520.5,1513.7,1474.0,1520.7,1522.0,1522.7,1520.4,1520.1,1525.2,1524.2,1525.3,1524.3,1520.3,1519.8,1522.5,1522.9,1518.3,1513.5,1518.0,1518.8,1517.2,1519.8,1478.7,1520.1,1505.9,1517.6,1516.4,1516.1,1524.7,1523.8,1521.0,1522.9,1521.3,1520.6,1515.5,1514.3,1519.3,1518.5,1522.5,1518.7,1524.4,1450.8,1507.0,1519.8,1517.6,1522.1,1520.6,1521.2,1528.6,1514.2,1518.3,1523.6,1523.2,1522.4,1515.8,1523.0,1523.2,1518.6,1518.4,1524.9,1520.4,1504.3,1525.3,1518.7,2016-01-02 07:45:00
1522.3,1510.7,1520.0,1519.0,1523.3,1501.1,1524.7,1519.6,1504.3,1523.9,1508.3,1521.4,1517.9,1518.1,1515.0,1491.1,1484.0,1522.5,1515.1,1518.0,1668.5,1521.5,1512.0,1504.9,1492.7,1521.1,1516.6,1521.6,1523.6,1513.6,1524.5,1523.8,1524.8,1515.8,1515.0,1513.8,1511.6,1521.9,1518.3,1517.3,1512.1,1518.2,1509.0,1518.9,1480.0,1521.2,1470.1,1516.1,1497.7,1508.2,1524.0,1519.4,1516.4,1522.5,1517.2,1520.6,1516.2,1514.4,1505.7,1508.6,1522.9,1506.4,1508.9,1428.4,1507.0,1506.3,1513.0,1517.4,1512.7,1511.5,1528.1,1516.2,1497.0,1521.1,1518.8,1523.8,1512.0,1525.0,1518.3,1518.7,1518.7,1523.4,1520.9,1502.5,1520.8,1518.5,2016-01-02 07:50:00
1524.5,1513.7,1522.5,1513.7,1517.7,1464.6,1527.0,1519.1,1522.1,1524.8,1518.0,1524.1,1506.2,1517.3,1502.3,1514.3,1497.9,1522.4,1514.3,1519.0,1695.4,1510.0,1509.4,1504.2,1487.7,1520.6,1519.3,1519.8,1519.1,1519.1,1525.8,1524.0,1516.2,1523.0,1518.7,1517.1,1520.4,1521.8,1517.6,1494.9,1517.2,1512.5,1518.8,1517.3,1481.3,1518.1,1498.0,1517.3,1521.5,1515.3,1525.8,1522.9,1522.5,1521.2,1515.0,1519.6,1515.8,1506.5,1514.6,1517.8,1525.8,1518.7,1503.6,1478.3,1508.8,1509.6,1501.2,1522.7,1516.8,1517.4,1512.3,1518.3,1469.7,1524.4,1512.6,1522.3,1516.5,1524.2,1524.9,1515.1,1519.0,1520.2,1520.2,1508.9,1522.7,1519.5,2016-01-02 07:55:00
1525.1,1521.6,1520.6,1520.1,1524.3,1502.9,1524.9,1518.4,1521.8,1522.7,1521.3,1524.2,1517.0,1517.8,1519.5,1522.9,1511.9,1523.3,1517.8,1518.4,1696.1,1521.4,1520.8,1519.6,1516.8,1521.5,1518.8,1519.9,1521.6,1523.0,1521.5,1524.7,1522.4,1522.2,1516.4,1521.2,1515.7,1523.0,1518.0,1508.0,1517.3,1516.2,1512.8,1518.0,1482.6,1520.0,1513.6,1517.9,1520.7,1517.0,1524.2,1521.5,1512.0,1521.7,1520.1,1521.8,1516.7,1518.7,1509.2,1519.6,1528.7,1515.0,1522.9,1483.4,1515.3,1518.9,1516.6,1524.0,1521.5,1519.7,1529.8,1517.4,1510.1,1521.0,1520.7,1523.2,1515.5,1524.6,1524.4,1517.4,1519.3,1521.8,1522.7,1508.9,1524.4,1519.0,2016-01-02 08:00:00
1522.0,1514.6,1528.4,1520.2,1518.1,1478.7,1523.0,1519.7,1523.5,1524.3,1518.6,1524.7,1517.7,1519.0,1517.4,1520.9,1525.8,1522.2,1506.1,1516.9,1694.9,1521.1,1520.6,1515.5,1456.2,1520.6,1517.8,1522.5,1523.9,1521.7,1524.5,1523.8,1519.5,1524.1,1512.1,1520.9,1525.6,1522.4,1518.4,1506.8,1515.4,1523.6,1516.1,1513.8,1483.9,1519.3,1515.4,1513.5,1521.0,1514.8,1523.0,1495.5,1521.4,1518.1,1528.3,1519.4,1517.0,1517.9,1496.4,1521.1,1528.0,1505.3,1523.3,1515.5,1519.2,1517.0,1505.8,1522.7,1518.2,1514.9,1530.3,1517.8,1509.4,1523.7,1519.5,1522.1,1516.3,1524.9,1524.1,1518.1,1519.5,1525.7,1520.5,1510.1,1523.9,1519.2,2016-01-02 08:05:00
1525.7,1522.3,1524.4,1524.6,1525.5,1474.0,1524.5,1520.1,1524.0,1523.4,1511.9,1524.1,1509.3,1516.6,1521.1,1481.8,1525.4,1521.6,1519.1,1516.5,1696.6,1516.7,1518.3,1494.3,1437.7,1521.7,1517.4,1522.2,1523.3,1519.9,1519.4,1523.8,1488.0,1524.0,1518.3,1519.8,1525.8,1522.4,1515.8,1519.3,1515.1,1523.3,1502.8,1519.9,1485.2,1518.4,1499.3,1514.8,1519.4,1516.8,1518.1,1518.1,1521.5,1520.3,1521.0,1518.5,1516.5,1502.6,1503.2,1523.1,1526.2,1518.8,1524.0,1487.4,1509.5,1517.2,1518.3,1522.6,1521.2,1520.7,1530.8,1517.7,1505.0,1523.0,1519.5,1524.0,1515.3,1524.6,1523.8,1522.9,1519.8,1528.3,1521.3,1509.8,1522.5,1519.1,2016-01-02 08:10:00
1516.6,1513.6,1516.5,1500.6,1515.6,1399.7,1521.6,1455.2,1525.4,1523.7,1498.8,1517.2,1490.8,1516.8,1512.2,1519.3,1503.6,1510.3,1505.9,1518.6,1690.9,1521.0,1519.6,1510.0,1502.7,1525.6,1518.2,1522.2,1523.3,1510.0,1518.7,1519.7,1521.0,1520.7,1500.2,1520.6,1525.5,1517.8,1516.6,1511.6,1515.1,1523.3,1515.3,1519.0,1486.4,1501.7,1498.6,1515.0,1505.6,1519.0,1522.8,1515.2,1490.8,1521.8,1518.0,1486.8,1507.4,1477.6,1508.0,1515.4,1520.5,1517.6,1518.5,1506.5,1518.5,1500.5,1509.2,1526.3,1514.8,1521.8,1524.1,1518.0,1517.1,1523.8,1518.9,1524.6,1514.2,1524.4,1524.0,1520.5,1520.1,1528.4,1520.1,1504.4,1524.5,1518.8,2016-01-02 08:15:00
1524.4,1512.6,1522.4,1517.9,1516.8,1450.6,1524.9,1520.2,1525.7,1523.8,1513.7,1523.5,1499.3,1517.9,1512.9,1520.9,1519.6,1522.5,1513.2,1517.2,1697.7,1517.2,1521.1,1502.2,1485.3,1526.3,1518.4,1522.1,1522.4,1521.1,1524.3,1520.8,1515.4,1523.6,1518.8,1519.2,1526.0,1523.1,1517.8,1489.7,1516.4,1518.6,1517.3,1516.4,1487.7,1517.0,1514.2,1515.6,1504.1,1514.8,1523.4,1521.1,1514.7,1512.6,1520.2,1517.3,1513.4,1499.9,1511.2,1516.2,1520.5,1518.2,1522.1,1481.5,1512.2,1515.8,1508.5,1522.6,1521.1,1515.0,1513.9,1514.6,1517.1,1523.5,1520.7,1524.8,1516.4,1522.7,1525.9,1518.2,1520.4,1528.9,1520.9,1504.8,1527.0,1520.1,2016-01-02 08:20:00
1519.1,1514.3,1514.9,1518.4,1518.4,1434.6,1516.2,1511.2,1521.7,1523.7,1498.5,1526.1,1501.7,1523.4,1512.2,1491.1,1524.3,1520.5,1515.5,1515.9,1691.8,1519.0,1521.2,1513.8,1466.5,1526.6,1518.6,1521.3,1523.8,1521.3,1524.1,1523.5,1523.8,1523.3,1503.6,1520.8,1525.6,1514.1,1517.5,1512.6,1515.7,1520.7,1517.1,1517.9,1489.0,1505.7,1476.9,1513.3,1521.7,1506.9,1515.6,1491.0,1522.5,1521.3,1520.8,1505.4,1509.8,1488.5,1506.9,1515.9,1517.1,1515.1,1517.5,1461.5,1512.8,1510.4,1508.6,1519.4,1517.9,1517.6,1527.2,1510.8,1514.3,1521.8,1519.1,1521.4,1515.0,1524.6,1525.6,1516.9,1520.6,1524.4,1520.8,1509.9,1524.2,1518.9,2016-01-02 08:25:00
1508.7,1506.7,1522.1,1521.6,1526.2,1397.2,1523.2,1516.3,1521.9,1523.8,1488.3,1526.0,1495.8,1521.7,1524.7,1510.8,1523.3,1521.9,1520.6,1518.8,1692.5,1521.6,1525.2,1513.2,1458.0,1521.8,1518.0,1521.6,1522.6,1522.1,1522.2,1519.1,1522.5,1523.2,1505.3,1520.4,1525.9,1520.6,1518.1,1507.9,1514.2,1521.6,1520.0,1514.4,1490.3,1519.0,1504.3,1515.6,1521.2,1515.9,1516.8,1516.8,1523.2,1510.2,1515.0,1487.6,1470.5,1479.9,1484.3,1518.6,1497.0,1511.6,1506.1,1459.1,1508.7,1516.2,1478.0,1518.3,1490.1,1519.5,1519.3,1511.9,1517.0,1522.9,1515.3,1522.0,1511.3,1518.8,1499.3,1512.7,1520.9,1524.9,1519.2,1507.8,1522.8,1520.5,2016-01-02 08:30:00
1517.3,1519.1,1503.7,1517.4,1514.5,1489.2,1520.5,1508.7,1520.0,1520.5,1521.6,1523.4,1507.1,1515.4,1511.9,1523.5,1524.3,1516.4,1512.4,1511.8,1693.1,1515.1,1520.6,1485.2,1481.4,1521.6,1494.7,1520.8,1515.5,1487.5,1525.1,1521.2,1519.5,1519.9,1513.9,1526.6,1526.1,1516.3,1511.8,1513.8,1509.6,1515.8,1520.0,1500.5,1491.6,1503.3,1497.0,1517.1,1488.6,1511.6,1523.3,1521.4,1513.2,1487.9,1519.7,1497.2,1510.1,1471.6,1491.9,1512.1,1522.9,1516.7,1519.8,1491.1,1510.3,1509.9,1504.3,1523.3,1503.8,1519.6,1528.3,1513.9,1498.6,1520.8,1518.0,1522.9,1516.4,1526.4,1524.3,1518.4,1521.2,1524.5,1506.8,1498.9,1522.1,1517.8,2016-01-02 08:35:00
1514.3,1519.2,1519.5,1508.1,1523.3,1504.7,1517.9,1474.9,1521.9,1509.0,1523.3,1523.3,1497.0,1505.3,1521.8,1524.9,1519.9,1521.9,1492.1,1509.1,1655.2,1517.5,1503.9,1510.0,1492.1,1518.2,1515.7,1508.3,1503.2,1509.4,1523.2,1524.8,1519.2,1513.6,1517.1,1505.3,1522.7,1517.1,1507.3,1520.5,1505.6,1521.8,1520.8,1517.8,1492.9,1520.3,1520.4,1516.3,1513.6,1515.0,1524.2,1523.4,1510.2,1511.9,1522.5,1497.6,1508.0,1492.6,1514.5,1516.3,1517.4,1521.4,1513.8,1497.3,1517.9,1514.7,1516.2,1523.8,1523.8,1517.9,1512.4,1518.4,1513.0,1504.7,1521.2,1521.7,1517.1,1511.7,1524.1,1518.9,1521.4,1524.1,1510.3,1512.6,1525.0,1517.7,2016-01-02 08:40:00
1507.5,1515.9,1510.9,1518.8,1483.0,1460.4,1499.8,1505.4,1514.9,1523.4,1513.5,1517.5,1499.1,1516.6,1479.9,1518.7,1515.5,1522.3,1490.8,1515.9,1694.1,1520.5,1517.9,1518.3,1486.5,1520.3,1517.8,1521.7,1520.3,1505.8,1511.7,1523.5,1520.8,1523.6,1518.9,1520.4,1522.6,1509.3,1516.0,1520.9,1503.5,1520.9,1517.4,1517.2,1494.1,1520.7,1492.5,1513.0,1519.8,1515.4,1517.9,1522.6,1528.7,1518.9,1509.8,1497.7,1506.0,1437.1,1470.5,1515.0,1493.6,1489.9,1521.1,1510.0,1502.1,1518.2,1515.0,1525.8,1515.0,1520.1,1523.0,1517.3,1515.8,1527.3,1520.7,1523.4,1516.3,1524.8,1522.6,1516.3,1521.7,1525.3,1522.8,1512.4,1514.0,1507.1,2016-01-02 08:45:00
1507.7,1491.7,1511.6,1498.5,1507.1,1438.6,1523.3,1519.4,1519.4,1507.1,1491.3,1505.9,1490.2,1476.8,1506.6,1497.4,1511.1,1522.0,1508.1,1517.8,1683.0,1487.6,1513.3,1515.1,1496.5,1512.9,1520.2,1505.2,1520.2,1483.7,1518.6,1520.6,1512.5,1523.5,1519.2,1520.3,1519.5,1459.5,1512.0,1518.8,1516.5,1519.9,1513.5,1519.5,1495.4,1521.4,1502.1,1518.5,1514.2,1501.4,1515.6,1521.7,1520.9,1520.9,1519.2,1470.5,1481.0,1509.2,1511.0,1519.7,1521.8,1518.7,1497.1,1522.6,1519.0,1509.4,1459.0,1524.3,1471.3,1520.2,1524.9,1515.5,1507.8,1522.8,1520.6,1523.9,1513.1,1515.5,1523.7,1507.6,1522.0,1522.4,1513.7,1510.4,1522.5,1516.4,2016-01-02 08:50:00
1524.6,1528.2,1504.6,1481.2,1523.1,1519.0,1527.3,1505.0,1490.8,1490.7,1524.3,1522.1,1510.9,1516.6,1505.7,1525.7,1506.7,1497.1,1507.7,1510.6,1624.0,1510.9,1493.7,1521.7,1495.6,1518.5,1519.8,1495.2,1511.5,1508.9,1516.8,1514.3,1521.8,1523.5,1502.4,1523.7,1522.4,1519.5,1514.4,1522.5,1502.0,1519.1,1509.5,1513.9,1496.7,1517.0,1518.0,1517.3,1507.1,1517.3,1525.5,1511.0,1522.7,1522.4,1523.2,1492.4,1508.8,1521.0,1510.3,1518.4,1518.3,1506.0,1520.4,1509.7,1518.3,1511.7,1516.3,1494.0,1520.4,1492.4,1519.1,1516.0,1515.2,1523.4,1517.2,1523.5,1515.7,1524.4,1512.5,1515.3,1522.3,1528.9,1519.7,1509.6,1523.3,1517.0,2016-01-02 08:55:00
1526.4,1525.3,1522.7,1492.0,1500.0,1517.8,1524.6,1433.9,1523.6,1522.5,1525.6,1523.2,1516.2,1511.4,1516.8,1525.7,1502.3,1521.2,1516.3,1517.2,1691.1,1504.8,1520.2,1506.2,1504.1,1509.8,1522.4,1520.3,1521.5,1520.5,1516.1,1521.8,1490.5,1524.4,1520.4,1514.9,1519.7,1521.1,1516.4,1522.1,1509.2,1523.5,1518.6,1517.6,1498.0,1517.9,1513.5,1514.0,1461.6,1516.0,1527.3,1522.6,1497.4,1520.9,1518.2,1512.6,1513.9,1523.0,1514.3,1516.0,1524.7,1517.1,1521.2,1521.4,1520.1,1515.7,1509.4,1509.1,1504.7,1499.5,1504.8,1520.0,1516.1,1523.7,1511.2,1522.9,1512.7,1524.1,1520.5,1504.8,1522.5,1526.9,1512.9,1506.7,1525.3,1512.2,2016-01-02 09:00:00
1529.6,1509.8,1525.3,1518.8,1524.6,1508.9,1524.2,1514.0,1524.3,1520.6,1513.5,1523.7,1521.0,1504.7,1519.2,1524.6,1497.9,1522.6,1519.0,1517.6,1694.8,1516.1,1509.5,1517.5,1514.7,1519.3,1513.0,1521.1,1523.7,1521.5,1504.4,1518.0,1513.9,1521.0,1522.2,1520.5,1520.5,1512.5,1514.3,1523.2,1512.0,1517.0,1518.9,1517.1,1499.3,1501.6,1515.5,1516.6,1503.0,1515.6,1523.5,1514.3,1518.1,1521.3,1511.1,1479.3,1491.9,1525.6,1514.3,1518.1,1528.2,1503.5,1516.2,1518.5,1514.8,1511.5,1512.9,1472.8,1509.7,1514.0,1522.5,1519.5,1509.8,1507.2,1520.9,1522.4,1518.4,1524.1,1521.5,1513.1,1522.8,1523.3,1515.5,1509.4,1521.0,1518.9,2016-01-02 09:05:00
1523.7,1524.5,1513.5,1511.9,1526.9,1522.6,1525.8,1506.5,1524.7,1521.9,1524.5,1517.8,1517.9,1522.2,1523.0,1523.0,1493.5,1521.0,1521.9,1516.2,1694.3,1518.7,1524.7,1523.6,1515.8,1520.3,1518.6,1521.5,1523.1,1519.6,1520.8,1525.8,1520.6,1524.1,1519.7,1520.0,1518.1,1508.9,1509.4,1524.0,1502.6,1521.6,1518.3,1507.2,1500.6,1510.1,1519.1,1509.3,1495.1,1518.6,1525.4,1517.0,1520.1,1522.2,1509.8,1503.0,1513.6,1521.4,1518.2,1522.1,1529.9,1512.5,1507.6,1513.1,1497.2,1515.2,1520.5,1467.4,1517.8,1504.2,1521.5,1518.9,1509.5,1519.2,1521.5,1523.4,1517.5,1522.4,1523.2,1517.8,1523.1,1523.3,1513.8,1508.9,1525.0,1518.1,2016-01-02 09:10:00
1524.3,1524.8,1519.7,1520.2,1524.9,1521.9,1526.9,1493.8,1522.2,1516.3,1526.2,1523.3,1518.9,1520.4,1521.3,1524.8,1489.1,1524.2,1523.4,1516.9,1696.3,1520.1,1524.1,1527.4,1518.9,1522.6,1518.2,1523.5,1527.1,1524.0,1525.8,1525.4,1520.6,1525.2,1522.1,1519.9,1506.4,1521.9,1513.5,1523.2,1516.5,1524.6,1518.8,1519.6,1501.8,1522.6,1517.0,1517.9,1523.6,1524.3,1527.7,1521.5,1524.3,1522.7,1514.2,1460.1,1496.9,1522.9,1510.2,1512.3,1526.2,1492.0,1525.5,1514.1,1496.2,1518.8,1517.2,1521.3,1519.6,1518.8,1519.9,1516.8,1516.8,1523.0,1512.5,1523.4,1516.1,1514.2,1523.7,1502.5,1523.4,1524.2,1522.8,1506.5,1526.0,1520.9,2016-01-02 09:15:00
1530.3,1524.3,1527.0,1522.1,1526.7,1523.1,1530.3,1513.9,1526.5,1523.7,1529.4,1524.1,1522.4,1520.3,1525.5,1526.1,1484.7,1526.5,1521.7,1518.1,1695.2,1521.5,1523.7,1530.6,1520.9,1522.5,1521.4,1528.2,1529.2,1524.2,1529.7,1528.2,1521.3,1527.7,1523.3,1520.3,1523.9,1522.5,1517.5,1524.1,1515.0,1528.0,1520.9,1518.5,1503.1,1525.9,1524.0,1520.3,1522.2,1525.2,1527.3,1525.0,1524.0,1527.3,1523.0,1522.9,1516.9,1520.3,1519.5,1518.5,1527.5,1517.4,1521.8,1516.7,1512.6,1518.6,1508.1,1434.1,1498.5,1498.0,1522.1,1511.0,1514.4,1519.9,1522.4,1522.7,1515.6,1525.8,1520.7,1518.8,1523.6,1524.7,1519.5,1509.0,1525.5,1521.7,2016-01-02 09:20:00
1530.9,1525.2,1528.1,1523.1,1526.8,1522.8,1530.3,1513.6,1525.7,1522.8,1528.9,1527.5,1522.7,1522.4,1527.7,1526.3,1480.3,1527.4,1525.1,1519.6,1694.1,1519.4,1524.0,1527.3,1522.3,1520.1,1524.5,1521.9,1527.6,1526.8,1530.3,1527.6,1520.9,1523.7,1520.9,1521.8,1524.1,1523.1,1518.4,1512.3,1516.5,1529.7,1522.2,1521.7,1504.4,1527.3,1524.0,1522.7,1522.4,1524.8,1527.8,1525.5,1528.6,1526.7,1522.9,1522.6,1516.6,1526.1,1527.1,1519.6,1529.5,1521.4,1523.2,1523.6,1520.4,1510.5,1522.4,1521.2,1522.2,1518.6,1524.0,1515.2,1500.8,1522.6,1525.1,1522.7,1516.0,1526.1,1522.9,1517.8,1523.9,1524.0,1520.4,1508.5,1525.3,1521.0,2016-01-02 09:25:00
1530.3,1526.6,1528.0,1523.3,1528.0,1522.7,1529.3,1523.5,1525.9,1524.9,1529.1,1528.1,1522.2,1521.6,1527.3,1530.0,1475.9,1528.2,1527.1,1518.1,1697.8,1521.7,1523.9,1522.1,1521.5,1523.8,1523.5,1524.1,1522.8,1527.3,1530.2,1526.7,1520.6,1523.0,1523.0,1520.8,1523.2,1523.8,1518.9,1521.8,1517.2,1529.2,1515.0,1521.3,1505.7,1527.2,1524.9,1519.6,1527.7,1524.6,1527.4,1525.6,1528.6,1526.4,1524.9,1523.1,1517.8,1524.7,1527.0,1522.3,1529.4,1523.0,1524.2,1523.0,1522.6,1523.0,1524.9,1520.6,1520.2,1517.9,1509.2,1515.8,1520.4,1524.8,1525.6,1522.4,1515.8,1519.1,1524.3,1517.4,1524.2,1525.0,1520.4,1509.6,1525.7,1522.3,2016-01-02 09:30:00
1530.7,1528.6,1527.3,1523.5,1530.2,1526.4,1530.0,1520.2,1527.0,1526.4,1530.0,1529.9,1521.7,1521.6,1527.4,1532.5,1471.5,1526.0,1526.7,1515.6,1694.2,1519.4,1523.8,1525.5,1522.1,1527.4,1525.0,1524.9,1523.1,1528.7,1531.2,1525.8,1522.7,1527.2,1524.5,1520.0,1523.6,1523.9,1517.7,1527.3,1517.3,1529.2,1519.0,1517.5,1519.9,1527.5,1526.0,1516.8,1524.4,1525.2,1528.6,1525.7,1529.0,1526.8,1524.9,1522.8,1517.8,1525.5,1526.4,1526.0,1531.3,1523.3,1522.8,1505.4,1474.8,1523.6,1519.7,1517.0,1517.3,1516.8,1528.2,1516.6,1518.3,1525.1,1526.8,1522.6,1516.6,1523.1,1525.1,1518.1,1524.5,1524.6,1520.3,1509.2,1523.7,1520.5,2016-01-02 09:35:00
1530.5,1528.4,1528.4,1523.6,1532.2,1527.1,1530.2,1518.3,1526.6,1526.8,1530.3,1532.4,1522.1,1524.3,1527.0,1532.4,1467.1,1524.6,1526.5,1519.7,1697.1,1521.1,1528.1,1524.6,1522.2,1527.1,1523.9,1524.9,1524.6,1528.4,1528.3,1526.4,1524.7,1529.0,1523.7,1522.6,1523.0,1521.8,1518.2,1521.4,1520.5,1529.0,1518.4,1520.7,1520.1,1528.0,1525.7,1521.5,1525.2,1524.7,1527.8,1525.7,1527.4,1527.6,1525.1,1523.0,1518.5,1525.8,1520.2,1524.5,1530.7,1527.0,1525.7,1526.3,1519.5,1517.4,1523.2,1523.6,1523.4,1523.9,1531.2,1514.6,1520.3,1525.1,1526.9,1521.4,1518.3,1525.2,1523.5,1514.0,1521.0,1521.3,1520.5,1509.7,1525.3,1521.7,2016-01-02 09:40:00
